Country,ISO3,Year,consumption_gdp
Mongolia,MNG,2018,57.9553963616272
Mongolia,MNG,2019,57.2622382408762
Mongolia,MNG,2020,60.4715806098484
Mongolia,MNG,2021,53.002578410745
Mongolia,MNG,2022,51.860170398641
Morocco,MAR,2000,55.6671922925769
Morocco,MAR,2001,51.7628899969698
Morocco,MAR,2002,51.8993023026941
Morocco,MAR,2003,51.0163432613322
Morocco,MAR,2004,50.9931959124902
Morocco,MAR,2005,51.8372113230513
Morocco,MAR,2006,51.7781155232103
Morocco,MAR,2007,52.6745336154594
Morocco,MAR,2008,52.9949149402648
Morocco,MAR,2009,53.8371312728414
Morocco,MAR,2010,54.3039243500897
Morocco,MAR,2011,54.8373791820435
Morocco,MAR,2012,55.5115539358667
Morocco,MAR,2013,55.3165067627079
Morocco,MAR,2014,61.7482180908958
Morocco,MAR,2015,58.9633426365735
Morocco,MAR,2016,59.3337531037268
Morocco,MAR,2017,59.3203904621397
Morocco,MAR,2018,59.4626839697901
Morocco,MAR,2019,59.038130849564
Morocco,MAR,2020,59.0736301028133
Morocco,MAR,2021,59.6010537670291
Morocco,MAR,2022,62.1500152567569
Myanmar,MMR,2000,
Myanmar,MMR,2001,
Myanmar,MMR,2002,
Myanmar,MMR,2003,
Myanmar,MMR,2004,
