Country,ISO3,Year,Dependency_Ratio,Health_Expenditure,RD_Expenditure,Contribution_revenue,GDP_percapita,Education_perGDP
Colombia,COL,2018,44.0866022098027,7.62541389,0.312330007553101,16.5323584258946,6816.96818309544,4.45749
Cyprus,CYP,2000,47.5479465278275,5.30800056,0.226899996399879,23.7120799012714,14388.3525390625,4.98954
Cyprus,CYP,2001,46.5566015508024,5.33940458,0.236939996480942,23.2226872189441,14821.44921875,5.11552
Cyprus,CYP,2002,45.8164578213726,5.61565971,0.279670000076294,23.4124390366534,16093.2158203125,5.58167
Cyprus,CYP,2003,45.1491583704099,5.63568783,0.318340003490448,23.5018891134347,20252.24609375,6.67023
Cyprus,CYP,2004,44.323545634102,5.40558147,0.335640013217926,24.9924191885499,23792.619140625,6.11772
Cyprus,CYP,2005,43.3855082732175,5.43580961,0.367269992828369,24.5000624364486,24959.26171875,6.28667
Cyprus,CYP,2006,42.4094390563105,5.46357489,0.383459985256195,23.1141609075499,26729.28125,6.33027
Cyprus,CYP,2007,41.4812391931976,5.35744858,0.400070011615753,20.9848931820365,31244.87890625,6.28083
Cyprus,CYP,2008,40.6615706533581,6.01427698,0.385939985513687,21.8284418426812,35397.296875,6.72276
Cyprus,CYP,2009,39.9857916008929,6.46531534,0.444370001554489,26.3220760753644,32236.44921875,7.20545
Cyprus,CYP,2010,39.4796855753486,6.50055742,0.442919999361038,26.1236183906797,31105.02734375,6.5428
Cyprus,CYP,2011,39.2263750889524,6.43139076,0.452630013227463,26.5638665751692,32485.796875,6.53854
Cyprus,CYP,2013,39.3425836453323,6.92774534,0.484849989414215,26.8336136370115,27797.45703125,6.48378
Cyprus,CYP,2014,39.5330557690566,6.93137264,0.512049973011017,25.5609890488326,27244.3515625,6.4485
Cyprus,CYP,2015,39.821643139521,6.79382181,0.47529000043869,26.0328926508499,23487.228515625,6.34636
Cyprus,CYP,2016,40.2003427063831,6.65254688,0.519699990749359,26.1689136581568,24715.154296875,6.1638
Cyprus,CYP,2017,40.6130010482004,6.62192535,0.542590022087097,26.3100698788177,26696.990234375,5.77719
Czechia,CZE,2000,43.3124778062693,5.70103025,1.10996997356415,46.617915904936,6062.92152842793,3.65089
Czechia,CZE,2001,42.5829572656062,5.86295414,1.09870994091034,45.0426000653307,6669.07494847497,3.74855
Czechia,CZE,2002,41.8905086615567,6.17736149,1.09818994998932,46.8991631399752,8101.26018588111,3.97256
Czechia,CZE,2003,41.232284481833,6.52412462,1.14209997653961,42.4270434039263,9852.45677945801,4.13643
Czechia,CZE,2004,40.7022236719591,6.35071039,1.13935005664825,44.8048143742442,11782.5546676117,4.01424
Czechia,CZE,2005,40.3846714345027,6.34086704,1.16100001335144,46.3982251482251,13442.4916284309,3.89038
Czechia,CZE,2006,40.2500196562795,6.16380167,1.22541999816895,46.94346098476,15259.0788162004,4.2171
Czechia,CZE,2007,40.3686281575802,5.98578405,1.29571998119354,46.4184029217222,18452.6532812196,3.86663
Czechia,CZE,2008,40.8263492689023,6.33024931,1.23357999324799,47.3081763787187,22774.7045076205,3.74455
Czechia,CZE,2009,41.5983684904551,7.24880648,1.28656005859375,45.6930004722014,19817.4215836554,4.17128
Czechia,CZE,2010,42.5753401685329,7.55343866,1.32669997215271,45.9789742169066,20160.4355077059,4.06446
Czechia,CZE,2011,43.8657197049133,7.5335784,1.54477000236511,44.8784414918899,22049.1080788682,4.27214
Czechia,CZE,2012,45.474711089563,7.59409809,1.76967000961304,44.8785762930035,20014.0354015165,4.25086
Czechia,CZE,2013,47.0766511876963,7.49541759,1.87924003601074,44.6610391189486,20260.4954999375,4.09089
Czechia,CZE,2014,48.5926586211395,7.59510136,1.95833003520966,45.3492082975328,20038.4163180257,3.99462
Czechia,CZE,2015,50.0836370757165,7.3351512,1.91689002513885,43.9095597606048,17931.5987670768,5.78885
Czechia,CZE,2016,51.6066775434751,7.3930459,1.67002999782562,45.1912064097516,18753.9686718096,5.58738
Czechia,CZE,2017,53.1389365450804,7.33911419,1.76855003833771,45.8454910467466,20913.197632212,3.85402
Germany,DEU,2006,50.8443822110813,10.17995167,2.47232007980347,57.1958199409618,36980.3349948954,4.29396
Germany,DEU,2007,51.4612503536768,10.05132961,2.4604799747467,55.0778681743959,42350.9217211489,4.3668
Germany,DEU,2008,51.8149987679722,10.25128746,2.61512994766235,54.6729764546412,46386.3295924799,4.43595
Germany,DEU,2009,52.1578637771433,11.23791218,2.74266004562378,55.2768289261663,42487.2137101496,4.90951
Germany,DEU,2010,52.117530215009,11.09592915,2.73024010658264,55.5444185808917,42409.9356994694,4.94368
Germany,DEU,2011,51.7462351755806,10.77844906,2.80555009841919,54.3104154023882,47646.582043143,4.82487
Germany,DEU,2012,51.5805062735217,10.85345554,2.88165998458862,54.4081901727543,44735.5882319701,4.95658
Germany,DEU,2013,51.6197490623175,10.99905777,2.8359899520874,54.4392812121512,47220.0102098851,4.96111
Germany,DEU,2014,51.8321732192251,11.02588272,2.87784004211426,54.3522872870074,48971.0824722599,4.93962
Germany,DEU,2015,52.1224069865761,11.19027996,2.9337899684906,54.6848550198451,41911.0109851054,4.83498
Germany,DEU,2016,52.5820458594372,11.24166584,2.94039011001587,55.3206941152788,42961.0356905775,4.84022
Germany,DEU,2017,53.258253101446,11.32552433,3.04710006713867,55.4846271329933,45526.5999576533,4.90512
Ecuador,ECU,2013,57.0580201827907,6.77866411,0.374229997396469,13.8012082416609,6109.29031510341,5.00464
Ecuador,ECU,2014,56.2912618898864,6.76601839,0.438389986753464,15.6660930524356,6405.79979300441,5.26099
United Kingdom,GBR,2000,53.4314858659264,7.15692902,1.60962998867035,17.4457091446353,28280.926786099,4.03119
United Kingdom,GBR,2001,52.8823327842176,7.45211363,1.59545004367828,17.6493484334677,27906.5695029641,4.11923
United Kingdom,GBR,2002,52.4964301559527,7.87847328,1.6138299703598,17.6221505285053,30077.741432188,4.63887
United Kingdom,GBR,2003,52.357292952779,8.07831287,1.58131003379822,18.3730115555601,34442.6875402308,4.80467
United Kingdom,GBR,2004,52.2157863407455,8.3386755,1.53088998794556,18.5345706710177,40366.8886650968,4.73879
United Kingdom,GBR,2005,51.8275715627106,8.39430904,1.55004000663757,18.1336501513245,42104.7884375024,4.93914
United Kingdom,GBR,2006,51.4008482871775,8.54522514,1.57625997066498,18.401817483525,44512.4590296865,4.98531
United Kingdom,GBR,2007,51.156186206586,8.75711441,1.61829996109009,18.0565912232039,50397.6854954706,4.91482
United Kingdom,GBR,2008,51.1947226586789,9.04033756,1.6090099811554,18.100759943751,47396.1202078484,4.89331
United Kingdom,GBR,2009,51.4406852551869,9.84771252,1.66990995407104,19.2416018128272,38744.131693043,5.07432
United Kingdom,GBR,2010,51.738023164778,9.78937912,1.63885998725891,16.0044894107405,39598.957119545,5.70324
United Kingdom,GBR,2011,52.2814445132043,9.7956152,1.64681005477905,18.436244416889,42109.6418795749,5.59523
United Kingdom,GBR,2013,54.1548136779892,9.97822475,1.62095999717712,17.8206704273055,43426.2981405143,5.5298
United Kingdom,GBR,2014,54.8438613424964,9.90305996,2.26487994194031,17.9524999836837,47439.6165895125,5.599
United Kingdom,GBR,2015,55.4015607117461,9.83625221,2.27566003799438,18.1208497142291,44964.3911437292,5.55616
United Kingdom,GBR,2016,55.9245937420551,9.76546955,2.32051992416382,18.3330222836027,40985.2351382417,5.4267
United Kingdom,GBR,2017,56.4799610873143,9.60016823,2.32602000236511,18.5105470106218,40572.1214823783,5.44209
Greece,GRC,2001,49.2575277803581,7.9878397,0.559480011463165,29.7426951591801,12156.9572824221,3.36458
Greece,GRC,2003,49.81394017461,8.44915581,0.546540021896362,33.2994878380194,18020.612039764,3.42934
Greece,GRC,2004,49.9237390044235,8.0939045,0.527300000190735,32.2922837422679,21449.2552764245,3.66719
Greece,GRC,2005,49.9778663729531,8.56466961,0.578960001468658,32.4121897414898,22054.1315756886,3.96396
Guatemala,GTM,2006,82.9981312024304,6.36362219,0.0500999987125397,2.01048019929559,2225.1234753878,2.98401
Guatemala,GTM,2007,81.2868486815643,6.1918335,0.0678199976682663,1.96470921647301,2458.81573919384,3.03874
Guatemala,GTM,2008,79.5368201134386,6.08129978,0.062899999320507,2.10588378004023,2763.05988172926,3.18454
Guatemala,GTM,2010,75.9881537818837,6.1247797,0.0442100018262863,2.86658803767265,2805.25960237322,2.80306
Guatemala,GTM,2011,74.2499171577809,5.96306896,0.0489399991929531,2.83302722732544,3168.98370607705,2.92014
Guatemala,GTM,2012,72.5972732426122,6.07316971,0.0454300008714199,2.78788093443719,3286.61959336267,2.95786
Guatemala,GTM,2013,71.0381612271972,5.77188921,0.0391599982976913,2.91315580839032,3444.15971843874,2.88809
Guatemala,GTM,2014,69.5871817440447,5.8885684,0.0294899996370077,6.17830189612615,3689.14472473545,2.98562
Guatemala,GTM,2015,68.2484082404697,6.00602007,0.0306400004774332,6.28442337741447,3893.50521848131,3.03033
Guatemala,GTM,2016,66.9557228820458,6.07008219,0.0231100004166365,6.71806981926998,4060.13755621218,2.94474
Guatemala,GTM,2017,65.7208767382211,6.13563824,0.0295499991625547,7.03707056904691,4324.99607911366,2.95182
Guatemala,GTM,2018,64.5800677559675,6.10662699,0.0293799992650747,6.80734929875152,4352.94651790253,3.14093
Guatemala,GTM,2019,63.4502854678952,6.17443275,0.0264199990779161,6.87843226424431,4511.99755157656,3.2122
Indonesia,IDN,2001,55.1131405443784,2.11850214,0.0475599989295006,1.98315996435898,732.307093405708,2.46003
India,IND,2000,66.5658129376285,4.10568476,0.756990015506744,0.0501484553479746,442.750218937263,4.32479
India,IND,2003,63.8360537864219,4.07877731,0.719290018081665,0.140772779527015,544.143133545002,3.61341
India,IND,2004,62.8827039448926,4.02679491,0.756900012493134,0.236090039322538,624.258826510066,3.35254
India,IND,2005,61.9081709086155,3.85508275,0.824109971523285,0.182241840686932,710.488080408949,3.18875
India,IND,2006,60.9024728456723,3.66901541,0.804729998111725,0.144436049269913,801.668353659022,3.14285
India,IND,2009,57.9164697840483,3.54637694,0.833140015602112,0.289508533928236,1094.94974598436,3.27825
India,IND,2010,56.9435299366504,3.33625913,0.788489997386932,0.254862907141512,1347.51939071367,3.37769
India,IND,2011,55.9876762675338,3.24634218,0.755020022392273,0.148418032542763,1445.46127486037,3.79618
India,IND,2012,55.060078071414,3.32935286,0.743990004062653,0.240480323613257,1429.32199520032,3.8675
India,IND,2013,54.1378376565175,3.74944186,0.706420004367828,0.190141689411732,1432.84397512195,3.84467
Ireland,IRL,2000,49.1855936825044,5.8990283,1.08382999897003,13.3130002135498,26334.5672050501,4.13664
Ireland,IRL,2001,48.2896367937699,6.39249372,1.05193996429443,14.4402059821849,28282.409882073,4.09187
Ireland,IRL,2002,47.5612657714796,6.67263031,1.05575001239777,14.7608867038963,32705.4345565698,4.10604
Ireland,IRL,2003,47.1541931452612,7.00761414,1.12434995174408,14.6084538188896,41203.5295847568,4.20554
Ireland,IRL,2004,46.8096917014581,7.21972942,1.1777800321579,14.558431955687,47754.2023194244,4.4863
Ireland,IRL,2005,46.2404537484022,7.64242792,1.19196999073029,15.2702745784892,50933.0216095589,4.52216
Ireland,IRL,2006,45.4699838177237,7.51646996,1.19886994361877,14.6840595368491,54329.1618599624,4.54551
Ireland,IRL,2007,45.0913998816561,7.80773735,1.23407995700836,15.6767205795493,61396.417461176,4.71224
Ireland,IRL,2008,45.5578463161533,9.12564754,1.39126002788544,17.5881862986999,61353.1065629523,5.44415
Ireland,IRL,2009,46.6772507032488,10.52275753,1.61371004581451,18.959347284689,52133.0909237885,6.13509
Ireland,IRL,2010,48.0748648862785,10.52404499,1.5947699546814,17.7769648452238,48679.4026820361,6.03804
Ireland,IRL,2011,49.4173482756641,10.5987215,1.55153000354767,19.4071189723896,52692.7813135606,5.85826
Ireland,IRL,2012,50.5369478087777,10.6218853,1.5602799654007,18.3805250062596,49411.7387476787,5.76573
Ireland,IRL,2013,51.3979987426655,10.28716469,1.56907999515533,18.1054139726462,52619.2123745817,5.33461
Ireland,IRL,2014,52.0464573784336,9.49471951,1.51797997951508,17.88568194666,57278.2590911107,4.88139
Ireland,IRL,2015,52.5046737823192,7.32119417,1.1797399520874,17.4078497983857,64311.8234684057,3.75829
Ireland,IRL,2016,52.7774618565246,7.4818964,1.17716002464294,17.9289338551666,64292.659966313,3.71973
Ireland,IRL,2017,52.9415900509117,7.10795546,1.24865996837616,18.1774320210316,72499.3268743015,3.50686
"Iran, Islamic Rep.",IRN,2001,56.3422902016049,5.16087341,0.502179980278015,16.623333379141,1881.02266634748,4.07168
"Iran, Islamic Rep.",IRN,2002,52.8371003545029,4.65182209,0.495579987764359,12.0498979764719,1891.25756092031,4.48488
"Iran, Islamic Rep.",IRN,2003,49.8293700066519,4.95589161,0.594839990139008,13.4312076587915,2208.99636553529,4.36322
"Iran, Islamic Rep.",IRN,2004,47.0765649654044,5.12801409,0.504530012607574,12.9564680349856,2672.42266512669,4.29663
"Iran, Islamic Rep.",IRN,2005,44.7919748324646,5.29996157,0.622839987277985,10.4412212033858,3132.05081925856,4.05651
"Iran, Islamic Rep.",IRN,2006,42.9687321027924,5.15990877,0.559210002422333,12.4184467718275,3618.9160136791,4.28999
"Iran, Islamic Rep.",IRN,2008,40.7584832601421,5.03990459,0.646470010280609,14.9114524732299,5377.41150725587,3.91376
"Iran, Islamic Rep.",IRN,2009,40.2589386476999,6.11493444,0.272579997777939,18.6883106915343,5415.52280554144,3.84245
Jordan,JOR,2016,60.9582989168769,6.97644138,0.695469975471497,0.215005092225868,3986.71677010853,3.51412
Kazakhstan,KAZ,2015,52.5207605589946,3.04051137,0.169510006904602,4.17876864617051,10196.1226255982,2.78858
Kazakhstan,KAZ,2016,54.0318746567256,3.42235589,0.141790002584457,3.9592644066909,7475.56688689424,2.9781
Kazakhstan,KAZ,2017,55.4148033056512,3.05244446,0.126670002937317,3.10454486816845,8943.08416791984,2.75082
Kazakhstan,KAZ,2018,56.5235626212407,2.8178606,0.116829998791218,3.25949336445695,9472.48527327758,2.61595
Kyrgyz Republic,KGZ,2014,56.9069819836574,7.35766459,0.125359997153282,17.3525084260351,1264.52679529608,5.5316
Kyrgyz Republic,KGZ,2015,58.150156918583,7.14930916,0.119029998779297,17.4193427979539,1105.65202996955,5.98551
Kyrgyz Republic,KGZ,2016,59.0639463884673,6.41248226,0.111210003495216,18.515483436445,1103.27498361324,6.58615
Kyrgyz Republic,KGZ,2017,59.488277666114,6.18586349,0.107069998979568,17.9206059194295,1221.39056490366,6.02619
"Korea, Rep.",KOR,2016,36.4600654674078,6.89293242,3.9870400428772,25.9681961931965,29280.4403170048,4.3331
Mexico,MEX,2000,64.8374720830817,4.24436522,0.292050004005432,10.4772889886753,7524.02713693678,3.99244
Mexico,MEX,2008,57.7194070815135,5.44587374,0.424160003662109,9.50293778263388,10523.7685403244,4.82007
Mexico,MEX,2009,56.7944957043171,5.84786463,0.457480013370514,11.6928078546119,8423.56933214711,5.18794
Mexico,MEX,2010,55.9321268636884,5.4897337,0.473529994487762,11.4798185396187,9728.80078377082,5.15922
Mexico,MEX,2011,55.1794320737435,5.30093002,0.452679991722107,10.9022305240312,10664.4944032313,5.10565
Mexico,MEX,2012,54.5632141554873,5.42140484,0.402839988470078,11.137767030928,10744.1335242686,5.1031
Mexico,MEX,2013,54.027488950612,5.5773263,0.408060014247894,11.4997045729171,11216.8008505428,4.69605
Mexico,MEX,2014,53.513139465276,5.35336781,0.419620007276535,11.7900790205448,11391.3773497683,5.26062
Mexico,MEX,2015,52.97209888579,5.52738619,0.414770007133484,11.5545785227158,10021.2386118827,5.23524
Mexico,MEX,2016,52.3968518760979,5.38499022,0.376010000705719,10.914139643601,9097.92397674769,4.90949
Mexico,MEX,2017,51.8182577831981,5.3117938,0.319550007581711,10.6660796469127,9649.27816772402,4.52282
Myanmar,MMR,2017,46.756347215943,5.08065701,0.0321800000965595,0.555273134908011,1272.82241830603,2.08768
Myanmar,MMR,2018,46.5323258218492,4.89992189,0.0588099993765354,0.782551804921698,1298.21310320785,1.92289
Myanmar,MMR,2019,46.396472048483,4.07903337,0.0834100022912025,0.783736512344991,1425.98954211903,1.93208
Mongolia,MNG,2000,62.8796894489998,6.07605076,0.187570005655289,17.790193000277,476.02755082717,5.55037
Mongolia,MNG,2002,57.2868846352447,5.49190998,0.251729995012283,17.3398347759287,570.249213248399,7.21078
Mongolia,MNG,2007,47.5020153723875,4.07522774,0.238269999623299,8.65001776043708,1627.68787743359,4.69013
Mongolia,MNG,2009,46.4101397882339,4.45980072,0.304780006408691,16.6087941180713,1703.32756790019,5.14485
Mongolia,MNG,2010,46.4948711694247,3.73945642,0.244379997253418,13.1430602020587,2625.21881402433,4.6451
Mongolia,MNG,2011,46.6487262591356,3.58612084,0.230540007352829,14.2195707638129,3736.04201455077,4.60903
Mongolia,MNG,2012,46.8940830192974,3.85800076,0.23913000524044,17.3195757499293,4328.89001905655,5.19521
Mongolia,MNG,2013,47.5860682131157,4.08932018,0.232460007071495,18.8299051370593,4340.14310544449,4.94077
Mongolia,MNG,2014,48.6804175336851,4.20989752,0.223399996757507,19.7751107933309,4126.23975800524,4.71485
Mongolia,MNG,2015,50.0825069416898,4.23154545,0.156399995088577,21.8889056692574,3838.92126989984,4.17699
Mongolia,MNG,2016,51.7262924597998,4.58008575,0.183449998497963,24.3600537106501,3619.90026383792,5.18061
Mongolia,MNG,2017,53.5127010854887,4.33954191,0.134200006723404,21.408178288545,3645.96708669551,4.08859
Netherlands,NLD,2000,47.5997257745678,7.7069602,1.78980004787445,38.8344331746987,26225.1697734149,4.58512
Netherlands,NLD,2001,47.7234584540489,8.05945873,1.79609000682831,36.1791839881809,26955.7128032278,4.69965
Netherlands,NLD,2002,47.778007873293,8.64913177,1.74542999267578,35.6139240169608,29446.5330872868,4.8059
Netherlands,NLD,2003,47.8837208072943,9.05657101,1.78390002250671,37.7323943661972,35896.7504630706,5.04042
Netherlands,NLD,2004,48.0486896030983,9.1107645,1.7890100479126,36.646624705906,40611.3414353091,5.06297
Netherlands,NLD,2005,48.1687259592709,9.09666824,1.77388000488281,35.5782548476454,42165.396168388,5.1094
Netherlands,NLD,2006,48.2136628287853,9.08055115,1.74066996574402,36.3979695077277,45123.5432406426,5.04402
Netherlands,NLD,2007,48.2541352334204,9.05292606,1.67030000686646,35.3102961028475,52100.7996285947,4.88683
Netherlands,NLD,2008,48.3834903176158,9.27660465,1.62268996238708,34.0836836650324,58246.7026905874,5.02905
Netherlands,NLD,2009,48.6378733180059,9.9929266,1.66569995880127,35.171466519275,53172.0261581418,5.43156
Netherlands,NLD,2010,48.9390840593512,10.15508747,1.70404005050659,35.990409708769,51305.7338533973,5.48909
Netherlands,NLD,2011,49.6322091919466,10.23357868,1.8813099861145,35.9721636938636,54701.7728030611,5.46304
Netherlands,NLD,2012,50.6460351411108,10.53898716,1.9162700176239,36.7808269784914,50473.9442002689,5.41022
Netherlands,NLD,2013,51.4289591698403,10.58363628,2.15605998039246,36.8486021844269,52602.2860520766,5.52656
Netherlands,NLD,2014,52.0149611855016,10.56703758,2.17330002784729,36.4726779891355,53457.2234864322,5.4589
Netherlands,NLD,2015,52.4272622166642,10.32393837,2.1460599899292,35.8293866658847,45793.8135434697,5.34816
Netherlands,NLD,2016,52.6972672445206,10.05679512,2.15081000328064,37.0908022949685,46808.5291492503,5.4796
Netherlands,NLD,2017,52.9840892509348,10.1082983,2.17857003211975,35.8481148351004,49513.6817346384,5.1751
New Zealand,NZL,2001,52.4848880657864,7.5789361,1.10028994083405,0.280833138310321,13882.8568268586,6.56049
New Zealand,NZL,2003,51.3493361554743,7.72169256,1.14891004562378,0.264807831039114,21913.7081719961,6.43753
New Zealand,NZL,2005,50.5037483038793,8.27334881,1.12042999267578,0.18107493075222,27751.0654708859,6.27896
New Zealand,NZL,2007,50.4429979608737,8.32904434,1.15763998031616,0.153357931338162,32479.9817381467,5.91594
New Zealand,NZL,2009,50.8301336353722,9.62076378,1.25214004516602,3.2911796858208,28209.3623271229,6.28067
New Zealand,NZL,2011,51.638047175897,9.51987362,1.23222005367279,3.79716425292354,38388.5280906616,6.93488
New Zealand,NZL,2013,52.7030093022296,9.36019325,1.15337002277374,3.3144351916799,42977.388040868,6.69998
