Country,ISO3,Year,average_schooling
United States,USA,2016,13.34
United States,USA,2017,13.41329
United States,USA,2018,13.5
United States,USA,2019,13.59
United States,USA,2020,13.68
United States,USA,2021,13.5755
United States,USA,2022,13.91
Uruguay,URY,2000,8.315714
Uruguay,URY,2001,8.527143
Uruguay,URY,2002,8.738571
Uruguay,URY,2003,8.95
Uruguay,URY,2004,8.633333
Uruguay,URY,2005,8.316667
Uruguay,URY,2006,8.0
Uruguay,URY,2007,8.185
Uruguay,URY,2008,8.37
Uruguay,URY,2009,8.37
Uruguay,URY,2010,8.33
Uruguay,URY,2011,8.4
Uruguay,URY,2012,8.48
Uruguay,URY,2013,8.52
Uruguay,URY,2014,8.61
Uruguay,URY,2015,8.67
Uruguay,URY,2016,8.7
Uruguay,URY,2017,8.83
Uruguay,URY,2018,8.91
Uruguay,URY,2019,8.98
Uruguay,URY,2020,9.5
Uruguay,URY,2021,10.0199995
Uruguay,URY,2022,10.54
Uzbekistan,UZB,2000,10.061572
Uzbekistan,UZB,2001,10.14974
Uzbekistan,UZB,2002,10.238681
Uzbekistan,UZB,2003,10.328402
Uzbekistan,UZB,2004,10.418908
Uzbekistan,UZB,2005,10.510207
Uzbekistan,UZB,2006,10.602306
Uzbekistan,UZB,2007,10.695213
Uzbekistan,UZB,2008,10.788934
Uzbekistan,UZB,2009,10.883475
Uzbekistan,UZB,2010,10.978846
Uzbekistan,UZB,2011,11.075052
Uzbekistan,UZB,2012,11.172101
Uzbekistan,UZB,2013,11.27
Uzbekistan,UZB,2014,11.34
Uzbekistan,UZB,2015,11.36
Uzbekistan,UZB,2016,11.67
Uzbekistan,UZB,2017,11.72
Uzbekistan,UZB,2018,11.77
Uzbekistan,UZB,2019,11.9
Uzbekistan,UZB,2020,11.89
Uzbekistan,UZB,2021,11.88
Uzbekistan,UZB,2022,11.91
Vietnam,VNM,2000,5.6383553
Vietnam,VNM,2001,5.850574
Vietnam,VNM,2002,6.0627923
Vietnam,VNM,2003,6.275011
Vietnam,VNM,2004,6.4872293
Vietnam,VNM,2005,6.699448
Vietnam,VNM,2006,6.909586
Vietnam,VNM,2007,7.119724
Vietnam,VNM,2008,7.329862
Vietnam,VNM,2009,7.54
Vietnam,VNM,2010,7.63
Vietnam,VNM,2011,7.72
Vietnam,VNM,2012,7.81
Vietnam,VNM,2013,7.8999996
Vietnam,VNM,2014,7.99
Vietnam,VNM,2015,8.08
Vietnam,VNM,2016,8.17
Vietnam,VNM,2017,8.259999
Vietnam,VNM,2018,8.349999
Vietnam,VNM,2019,8.44
Vietnam,VNM,2020,8.62
Vietnam,VNM,2021,8.799999
Vietnam,VNM,2022,8.98
