Country,ISO3,Year,trade_gdp
Serbia,SRB,2014,88.3815023270446
Serbia,SRB,2015,93.5281477663237
Serbia,SRB,2016,97.6906940431804
Serbia,SRB,2017,102.740445166934
Serbia,SRB,2018,105.563713028559
Serbia,SRB,2019,107.577309546092
Serbia,SRB,2020,100.324460810129
Serbia,SRB,2021,112.342298324945
Serbia,SRB,2022,131.93764235858
Singapore,SGP,2000,364.364520468218
Singapore,SGP,2001,349.292105694978
Singapore,SGP,2002,349.746013985676
Singapore,SGP,2003,377.218564301581
Singapore,SGP,2004,401.523712538509
Singapore,SGP,2005,420.430512920559
Singapore,SGP,2006,425.363399543019
Singapore,SGP,2007,394.288471919078
Singapore,SGP,2008,437.326714891057
Singapore,SGP,2009,358.192811828842
Singapore,SGP,2010,369.685555787646
Singapore,SGP,2011,379.098631377539
Singapore,SGP,2012,369.212965787665
Singapore,SGP,2013,367.041780049019
Singapore,SGP,2014,360.467319166237
Singapore,SGP,2015,329.471398940262
Singapore,SGP,2016,303.222594459873
Singapore,SGP,2017,317.031896211998
Singapore,SGP,2018,326.723360427186
Singapore,SGP,2019,323.070429953395
Singapore,SGP,2020,331.690521725461
Singapore,SGP,2021,329.78497877736
Singapore,SGP,2022,332.981369857911
Slovakia,SVK,2000,108.939262958746
Slovakia,SVK,2001,121.931131222912
Slovakia,SVK,2002,120.599168045888
Slovakia,SVK,2003,125.998506220804
Slovakia,SVK,2004,140.222460021585
Slovakia,SVK,2005,148.705461161746
Slovakia,SVK,2006,164.992205726236
Slovakia,SVK,2007,166.580025216882
Slovakia,SVK,2008,162.464472991641
Slovakia,SVK,2009,136.714352092364
Slovakia,SVK,2010,155.108497681586
Slovakia,SVK,2011,169.178076311066
Slovakia,SVK,2012,176.968958181431
Slovakia,SVK,2013,180.903136491458
Slovakia,SVK,2014,176.756316098132
Slovakia,SVK,2015,179.42602289503
Slovakia,SVK,2016,182.757379596201
Slovakia,SVK,2017,186.644687399549
Slovakia,SVK,2018,188.732964699496
Slovakia,SVK,2019,183.722608631236
Slovakia,SVK,2020,167.534173320366
Slovakia,SVK,2021,181.857446230979
Slovakia,SVK,2022,203.850946665515
South Korea,KOR,2000,66.0951601081834
South Korea,KOR,2001,62.2237972179905
South Korea,KOR,2002,58.3530394029217
South Korea,KOR,2003,61.1746012790121
South Korea,KOR,2004,70.0157148656729
South Korea,KOR,2005,68.3248110236401
South Korea,KOR,2006,70.6518735304194
South Korea,KOR,2007,73.8745252877915
South Korea,KOR,2008,95.5163524347469
South Korea,KOR,2009,86.133619369747
South Korea,KOR,2010,91.3995964951756
South Korea,KOR,2011,105.566313581348
South Korea,KOR,2012,105.458327737701
South Korea,KOR,2013,97.9521049538882
South Korea,KOR,2014,90.6144418981567
South Korea,KOR,2015,79.132494389092
South Korea,KOR,2016,73.6038094655981
South Korea,KOR,2017,77.1209178066416
South Korea,KOR,2018,78.9888655134363
South Korea,KOR,2019,75.757138965219
South Korea,KOR,2020,69.0340450909562
South Korea,KOR,2021,80.1994569268269
South Korea,KOR,2022,96.5364092886865
Tajikistan,TJK,2000,175.351206134214
Tajikistan,TJK,2001,146.657305562056
Tajikistan,TJK,2002,138.6839688324
Tajikistan,TJK,2003,137.669592976856
Tajikistan,TJK,2004,128.338170674363
Tajikistan,TJK,2005,126.994699303416
Tajikistan,TJK,2006,141.153912074728
Tajikistan,TJK,2007,145.528099715723
Tajikistan,TJK,2008,114.480149093579
Tajikistan,TJK,2009,85.9781370434108
Tajikistan,TJK,2010,73.493044509473
Tajikistan,TJK,2011,79.7842446734572
Tajikistan,TJK,2012,83.1759445401528
Tajikistan,TJK,2013,71.7437428882341
Tajikistan,TJK,2014,54.6071596053705
Tajikistan,TJK,2015,49.9378160689555
Tajikistan,TJK,2016,55.7246446907573
Tajikistan,TJK,2017,53.7861046057767
Tajikistan,TJK,2018,55.8461114113303
Tajikistan,TJK,2019,56.0450159145896
Tajikistan,TJK,2020,55.7491040194954
Tajikistan,TJK,2021,71.825937435383
Tajikistan,TJK,2022,65.4355115893577
Thailand,THA,2000,121.297955351472
Thailand,THA,2001,120.267966273533
Thailand,THA,2002,114.969743021067
Thailand,THA,2003,116.692819704865
Thailand,THA,2004,127.411873720393
Thailand,THA,2005,137.853866832247
Thailand,THA,2006,134.086946191268
Thailand,THA,2007,129.873226989717
Thailand,THA,2008,140.437011540931
Thailand,THA,2009,119.269418854589
Thailand,THA,2010,127.250522638251
Thailand,THA,2011,139.675407224576
Thailand,THA,2012,137.67493851024
Thailand,THA,2013,132.462274174269
Thailand,THA,2014,130.905495444398
Thailand,THA,2015,124.839662152526
Thailand,THA,2016,120.57522728913
Thailand,THA,2017,120.891427433638
Thailand,THA,2018,120.841864730984
Thailand,THA,2019,109.689514715166
Thailand,THA,2020,97.8007432465178
Thailand,THA,2021,117.144503626655
Thailand,THA,2022,132.856382043634
Tunisia,TUN,2000,82.639110670191
Tunisia,TUN,2001,89.5522011944661
Tunisia,TUN,2002,85.3421759692656
Tunisia,TUN,2003,82.390340709916
Tunisia,TUN,2004,86.9253446966283
Tunisia,TUN,2005,90.2512478803945
Tunisia,TUN,2006,93.9409304094309
Tunisia,TUN,2007,104.059400976647
Tunisia,TUN,2008,114.343660218696
Tunisia,TUN,2009,93.0168787876722
Tunisia,TUN,2010,100.151009836799
Tunisia,TUN,2011,100.106379304237
Tunisia,TUN,2012,101.550723929668
Tunisia,TUN,2013,98.9549566862038
Tunisia,TUN,2014,96.1071038558701
Tunisia,TUN,2015,87.2485306596052
Tunisia,TUN,2016,87.0926643641466
Tunisia,TUN,2017,95.8068453066566
Tunisia,TUN,2018,103.875276030995
Tunisia,TUN,2019,102.334485111325
Tunisia,TUN,2020,84.3315724158822
Tunisia,TUN,2021,94.0959550633947
Tunisia,TUN,2022,112.441001996161
Turkey,TUR,2000,42.3544370390114
Turkey,TUR,2001,49.8714751387935
Turkey,TUR,2002,47.9823940487577
Turkey,TUR,2003,46.2250976270923
Turkey,TUR,2004,48.8258381508865
Turkey,TUR,2005,46.1423570520464
Turkey,TUR,2006,48.7628710706907
Turkey,TUR,2007,47.8508167487862
Turkey,TUR,2008,50.5482538951665
Turkey,TUR,2009,46.7870669467638
Turkey,TUR,2010,46.6944652263085
Turkey,TUR,2011,53.3041756356468
Turkey,TUR,2012,52.830802656723
Turkey,TUR,2013,52.5272987998138
Turkey,TUR,2014,53.7663011662543
Turkey,TUR,2015,51.0885436007552
Turkey,TUR,2016,48.3281862338973
Turkey,TUR,2017,55.762168749568
Turkey,TUR,2018,62.6142185426845
Turkey,TUR,2019,63.1932929004145
Turkey,TUR,2020,61.3437557667653
Turkey,TUR,2021,71.0824439613318
Turkey,TUR,2022,81.170129694525
Ukraine,UKR,2000,115.735714934593
Ukraine,UKR,2001,99.9261276192731
Ukraine,UKR,2002,95.994669810112
Ukraine,UKR,2003,102.590182257396
Ukraine,UKR,2004,109.981708544962
Ukraine,UKR,2005,94.6475701087848
Ukraine,UKR,2006,89.181052639031
Ukraine,UKR,2007,88.0465606718626
Ukraine,UKR,2008,94.1718921417534
Ukraine,UKR,2009,87.4761626200316
Ukraine,UKR,2010,95.72973045329
Ukraine,UKR,2011,104.805073904259
Ukraine,UKR,2012,102.622788356626
Ukraine,UKR,2013,94.0016694501782
Ukraine,UKR,2014,100.691782483624
Ukraine,UKR,2015,107.806616298156
Ukraine,UKR,2016,105.521204913122
Ukraine,UKR,2017,104.034982911399
Ukraine,UKR,2018,99.1998150718675
Ukraine,UKR,2019,90.5112342910763
Ukraine,UKR,2020,79.1564523761815
Ukraine,UKR,2021,82.69796136345
Ukraine,UKR,2022,87.3965139907244
United Kingdom,GBR,2000,52.521730598718
United Kingdom,GBR,2001,52.8216135097523
United Kingdom,GBR,2002,51.3796342070387
United Kingdom,GBR,2003,50.2395230519083
United Kingdom,GBR,2004,50.4517112404991
United Kingdom,GBR,2005,52.6807168405482
United Kingdom,GBR,2006,56.9144274808123
United Kingdom,GBR,2007,52.9643534370859
United Kingdom,GBR,2008,56.6986069277108
United Kingdom,GBR,2009,55.004384033595
United Kingdom,GBR,2010,59.2727749722888
United Kingdom,GBR,2011,63.5654009707745
United Kingdom,GBR,2012,62.2259827334183
United Kingdom,GBR,2013,61.9991119149908
United Kingdom,GBR,2014,59.0948041195932
United Kingdom,GBR,2015,57.2035496863734
United Kingdom,GBR,2016,59.7003984143761
United Kingdom,GBR,2017,63.1216500310687
United Kingdom,GBR,2018,64.542648250433
United Kingdom,GBR,2019,64.6651336372235
United Kingdom,GBR,2020,58.7811375973028
United Kingdom,GBR,2021,58.5845366237858
United Kingdom,GBR,2022,68.8805301397863
United States,USA,2000,25.1029855568536
United States,USA,2001,22.9671830154975
United States,USA,2002,22.2863842136065
United States,USA,2003,22.6272972866813
United States,USA,2004,24.4480566571904
United States,USA,2005,25.6385573436769
United States,USA,2006,26.9752858058903
United States,USA,2007,28.0120155631098
United States,USA,2008,29.8677875257061
United States,USA,2009,24.759527635837
United States,USA,2010,28.2198829408336
United States,USA,2011,30.842478575914
United States,USA,2012,30.681839575193
United States,USA,2013,29.9413062848227
United States,USA,2014,29.906569337428
United States,USA,2015,27.6882139340768
United States,USA,2016,26.4525977865465
United States,USA,2017,27.1253382222874
United States,USA,2018,27.4453591302618
United States,USA,2019,26.2584806245428
United States,USA,2020,23.0797778694073
United States,USA,2021,25.2136560307765
United States,USA,2022,26.891689830077
Uruguay,URY,2000,36.7137381507902
Uruguay,URY,2001,36.3095126435057
Uruguay,URY,2002,40.02906730756
Uruguay,URY,2003,51.7591995826472
Uruguay,URY,2004,61.4766880860242
Uruguay,URY,2005,58.8776963255774
Uruguay,URY,2006,61.9715745165876
Uruguay,URY,2007,59.2104478374095
Uruguay,URY,2008,65.2080950071821
Uruguay,URY,2009,53.3944192683736
Uruguay,URY,2010,51.6990372012256
Uruguay,URY,2011,53.2470340109018
Uruguay,URY,2012,55.0611541633768
Uruguay,URY,2013,49.7178464746233
Uruguay,URY,2014,49.0876240632174
Uruguay,URY,2015,45.3282408087534
Uruguay,URY,2016,48.4704999207929
Uruguay,URY,2017,46.3779742168379
Uruguay,URY,2018,47.7913610689275
Uruguay,URY,2019,49.7448699575412
Uruguay,URY,2020,46.6861478026171
Uruguay,URY,2021,56.823738109386
Uruguay,URY,2022,58.8336177106898
Uzbekistan,UZB,2000,44.0540299791129
Uzbekistan,UZB,2001,56.776277587152
Uzbekistan,UZB,2002,58.954524710746
Uzbekistan,UZB,2003,70.4592746850874
Uzbekistan,UZB,2004,76.5956691950086
Uzbekistan,UZB,2005,69.5252584247083
Uzbekistan,UZB,2006,67.4712921717973
Uzbekistan,UZB,2007,74.4141929762327
Uzbekistan,UZB,2008,79.7479920348578
Uzbekistan,UZB,2009,68.673142199791
Uzbekistan,UZB,2010,49.268997799433
Uzbekistan,UZB,2011,49.6542884929068
Uzbekistan,UZB,2012,44.2393191333095
Uzbekistan,UZB,2013,42.3779149727009
Uzbekistan,UZB,2014,36.3570546649124
Uzbekistan,UZB,2015,30.7561914307205
Uzbekistan,UZB,2016,29.1922970388057
Uzbekistan,UZB,2017,42.5595081895289
Uzbekistan,UZB,2018,64.1381394985722
Uzbekistan,UZB,2019,64.9639227632407
Uzbekistan,UZB,2020,56.0515308349971
Uzbekistan,UZB,2021,57.4589716973222
Uzbekistan,UZB,2022,63.869253404655
Vietnam,VNM,2000,111.417094419512
Vietnam,VNM,2001,111.955937998525
Vietnam,VNM,2002,116.696868652499
Vietnam,VNM,2003,124.327954439125
Vietnam,VNM,2004,133.016497868747
Vietnam,VNM,2005,130.714846045026
Vietnam,VNM,2006,138.313621869598
Vietnam,VNM,2007,154.605383996554
Vietnam,VNM,2008,154.317479627758
Vietnam,VNM,2009,134.706317721758
Vietnam,VNM,2010,113.977687539712
Vietnam,VNM,2011,125.26057794083
Vietnam,VNM,2012,123.224116745985
Vietnam,VNM,2013,130.846354866743
Vietnam,VNM,2014,135.41052145436
Vietnam,VNM,2015,144.914228195237
Vietnam,VNM,2016,145.409507973117
Vietnam,VNM,2017,160.98008365887
Vietnam,VNM,2018,164.663936775892
Vietnam,VNM,2019,164.704215031408
Vietnam,VNM,2020,163.245862814935
Vietnam,VNM,2021,186.675832836814
Vietnam,VNM,2022,183.789541097223
