"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Bosnia and Herzegovina","BIH","Households and NPISHs final consumption expenditure (% of GDP)","NE.CON.PRVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.868224658764","101.08004755764","97.6009918421081","97.7866969907535","94.1154686816083","92.7728106430048","88.5950805093836","85.9959127116399","85.2114602571691","84.4187728232367","83.7633491181844","83.2296486535798","84.7885518681216","83.6515205300441","82.8942704121752","79.3058217346243","77.335006767695","75.5008870780169","73.3558090812589","72.3379168055871","71.9309810341073","68.1169423516807","67.4535661826714","68.5227672647396","",
"Belarus","BLR","Households and NPISHs final consumption expenditure (% of GDP)","NE.CON.PRVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.3441108545035","44.4444444444444","51.0869565217391","56.243654822335","59.3885235766875","59.0875019562943","60.0044829257867","57.0599460240438","57.8467046731448","58.6432739029974","56.9105958089733","57.6243798476696","59.4912446486573","57.1303548768214","53.7264111314256","51.9878709824166","51.4755194469325","51.8110889381291","51.9572265522672","56.2094230962768","55.6450619420435","48.7055281615649","48.0516207778178","51.2563582050385","52.8276598121099","52.8773217662106","54.5103160644135","54.4558762340659","53.5529758011772","53.9634236855387","52.2351573927505","50.8714997258013","53.4308690468202","54.7435612074578","",
"Belize","BLZ","Households and NPISHs final consumption expenditure (% of GDP)","NE.CON.PRVT.ZS","","","","","","","","","","","","","","","","","","","","","37.4815359362859","39.5414251198466","40.2376296519815","37.1496847224871","32.1937781987257","35.1458022972503","31.1139314606742","31.996366882242","33.0027674694507","33.3494185501934","36.0047518961893","36.9284876905041","57.737881508079","56.2529056252906","59.0444127929561","59.7033148159453","61.0565904683552","67.1513624914129","68.1011296395912","66.5333666583354","63.3945034682588","66.4648703956344","68.252119069618","68.569027427611","66.2811864225292","64.3750635614767","60.5536875844515","59.926190615664","61.8781988613491","62.0669233047083","62.3818525519849","61.6020360690731","61.9042631193045","63.4608289263313","62.8083713316965","61.3757096281434","60.954379073297","60.5392048713762","61.8118390929903","61.8012812460746","62.8778422302176","62.8782714672285","63.9863701830189","62.8518463570113","",
"Bermuda","BMU","Households and NPISHs final consumption expenditure (% of GDP)","NE.CON.PRVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.8157294130734","49.4894807935316","48.7606511441808","48.4947777181818","48.9972073536776","48.6544150828735","48.8186441825119","49.1850822618322","48.7763108019857","48.1756565161956","47.7462147969253","47.0507054929681","47.1851358843533","47.9027721483228","",
"Bolivia","BOL","Households and NPISHs final consumption expenditure (% of GDP)","NE.CON.PRVT.ZS","84.0142889037732","86.4942528735632","84.7756711094425","83.873779637378","78.0597245861055","76.7409470752089","77.3584905660377","78.3383450272859","75.6671899529042","75.153929735603","73.6881311041218","75.8297480024585","72.6076555023923","70.3387147831592","67.5296245181554","72.7752608171578","72.1824866921543","71.9855685108623","70.1311135342145","67.3229132025274","67.2790515823439","70.3458348908363","72.9137197461115","73.4557541499144","69.1838021508209","73.767318937795","81.3769336825733","79.7279557102824","79.0040635843253","77.1300366688643","76.8618900159952","77.8337755554357","79.4444977438454","79.3713829960938","77.5951259309033","75.8185206399828","75.1280623180225","74.7129587471227","75.058410650456","76.8367133678566","76.3655068659311","75.2909592856051","73.8187865729616","71.013153649187","67.9072457083634","66.317476235604","62.7748561277962","63.225290583415","62.2237940773414","65.5017984494668","62.2984770586766","60.704337756064","59.5037489087001","60.1867073015698","62.9374499149657","68.4197180545176","68.9094094062026","67.6544376442713","67.0103772574442","68.4446792561753","69.4413191045872","67.2429761283446","66.8260070475184","68.4904360922751","",
"Brazil","BRA","Households and NPISHs final consumption expenditure (% of GDP)","NE.CON.PRVT.ZS","59.0185802565624","56.4982431573744","72.5702610389223","67.153898455678","69.7929931985821","64.911395459986","65.1837920100397","70.4051549622492","70.4459043903812","67.2823634517153","68.553527382327","70.060580717471","69.7853136639389","64.0554543663932","67.7372855305859","63.6632017958648","68.5394929120066","69.0929041463132","68.7390208983017","70.6875640463586","69.0129240237437","69.4376564143566","72.2237189544003","76.370554631571","78.077607831576","69.5399225516596","70.8507784741093","64.6901599421199","63.7511787320173","54.1297339876757","59.30250099302","61.5681916199449","61.519195929598","60.0823989919866","59.6373274826595","63.7064387034821","65.1573992174822","65.3096296909025","64.1423007593825","64.6801194430478","64.592700335235","64.107708373074","61.8984350303431","61.8446504175212","60.2065771878033","60.5042518106462","60.4376764440412","59.8749475636075","59.7307926656317","61.9564599006115","60.222829164401","60.2738517615693","61.4118668282531","61.7152500788222","62.9595707094347","63.9647972734855","64.2514795987704","64.4943063397514","64.616074969079","65.1440473947478","63.1440009096408","61.3679966360938","63.0641028051756","63.3285869038863","",
"Barbados","BRB","Households and NPISHs final consumption expenditure (% of GDP)","NE.CON.PRVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Households and NPISHs final consumption expenditure (% of GDP)","NE.CON.PRVT.ZS","","","","","","","","","","","","","","","3.36134529280135","5.15223472065326","4.75632567160657","4.66591231335418","5.1584723765599","4.92246247389927","3.1840429623488","4.35067162473094","4.7815532682678","5.50401900882138","","","","","","15.9578566194359","15.4373373195553","15.7965757520314","20.440338409047","25.510558305135","24.5364602958691","22.5307116914713","25.8105088376712","26.2031130398576","29.3867311839122","25.1552259904868","15.9545287837983","17.0299648434042","16.6203856136245","17.5831981234118","17.0680434590572","14.2800538158183","12.6423867692439","12.9349732012982","11.2461812958106","15.4402226922278","14.7128480639079","12.7733641873145","13.7613830689458","15.2626263509573","15.5089026807441","19.7855956459696","21.1503719530046","20.4755916877964","19.5325366016299","20.4730444943565","23.7815970422108","24.8518566281717","23.2552672627845","27.5636209527997","",
"Bhutan","BTN","Households and NPISHs final consumption expenditure (% of GDP)","NE.CON.PRVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.7054584841814","66.4907334505827","74.3696004649626","58.9374653753421","50.450726186036","45.8661941287654","55.734897542308","64.5109330017731","69.0629106494758","69.7688423076866","40.0413418282023","35.5494232349569","33.181375603547","34.9695328603514","39.1856825058968","39.8542858574771","33.5611268581522","38.4599361987598","43.8843382677859","43.2080217426427","42.0841933230063","37.5917270389202","32.7352015724284","37.8071836088431","44.9168225929573","51.0019967121206","47.6343728769527","47.5427123059513","48.8498391218009","48.0054048057085","54.3131532816247","52.1241457279777","57.7773759663665","","",
"Botswana","BWA","Households and NPISHs final consumption expenditure (% of GDP)","NE.CON.PRVT.ZS","91.8983455568821","90.5312711298601","88.7005738604406","87.4031989312428","84.0118996170816","80.0304878048781","73.5772357723577","74.9105221227363","85.4736842105263","70.8370837083708","72.1537345902828","61.6189427312775","58.8906372934697","57.7161404544113","58.764125991825","59.3184846754236","60.7727975270479","61.7882971729126","58.9733101544125","54.4971565399581","51.9919956339822","53.6115748469672","51.0023443854361","45.2463351090718","42.6957574252816","38.9636719394611","35.3452558370591","30.9152901954842","25.933661441747","28.1393084468621","33.2328939998724","36.0605965561585","36.6150733318854","35.3421845866767","38.2365802039424","39.4313034725717","35.3616839074397","35.4521546503126","36.9131594546532","32.7071849345856","33.3220457216001","34.4546699141456","37.3753486750349","38.5766612622165","39.7862760230453","38.1067403514087","33.3184587267761","34.6372408276913","38.5282079803858","44.180938809957","42.7740658865853","40.521445223235","45.9933612176936","46.5684511293645","42.3099943806747","45.9977571950735","40.6985608181809","42.0420147553601","43.4671825212437","44.2529364107783","48.5434505150293","43.3032591641536","40.5784299543413","42.9442379053878","",
