Country,ISO3,Year,Dependency_Ratio,Health_Expenditure,Education_perGDP,RD_Expenditure,Contribution_revenue,GDP_percapita
Chile,CHL,2014,45.2518120502398,7.84150171,4.73095,0.376679986715317,6.90217416623611,14529.6767210362
Chile,CHL,2015,45.3254058695677,8.3513937,4.87531,0.382959991693497,6.71412850656962,13433.9202985339
Chile,CHL,2016,45.3579053946093,8.55767059,5.34201,0.371030002832413,6.93408695748799,13649.8520455553
Chile,CHL,2017,45.2413877408172,9.090518,5.41946,0.356790006160736,6.91575083057027,14879.9086230423
Colombia,COL,2000,58.8133450075626,5.63529348,3.51121,0.131060004234314,7.62545687056178,2555.00751039968
Colombia,COL,2003,56.4598488466286,5.77505445,4.32514,0.173979997634888,11.0353778309592,2311.94218760291
Colombia,COL,2008,51.8190453645652,6.84192181,3.93878,0.195409998297691,17.0399442147926,5541.83629665898
Colombia,COL,2009,50.8541482322295,7.31134558,4.77652,0.193509995937347,13.5665337010393,5250.97292433518
Colombia,COL,2010,49.928044960482,7.07130194,4.83383,0.193580001592636,12.4582978377629,6398.2958447102
Colombia,COL,2011,49.0726865317542,6.78076792,4.46608,0.198420003056526,18.0018320308325,7400.9940695669
Colombia,COL,2012,48.2742067097504,6.74601603,4.37039,0.221159994602203,20.0750453991253,8108.59838244229
Colombia,COL,2013,47.4997948976283,7.01724052,4.87855,0.257609993219376,12.9823482948101,8279.10255642981
Colombia,COL,2014,46.8044174276503,7.18553209,4.62946,0.303169995546341,15.9108055218657,8187.20824890084
Colombia,COL,2015,46.1958678527108,7.52338505,4.47039,0.365420013666153,16.3921321631323,6248.51490534512
Colombia,COL,2016,45.5697969538474,7.53117037,4.47721,0.270509988069534,18.2137432960152,5959.84250367574
Colombia,COL,2017,44.8394758378985,7.67864323,4.53551,0.261090010404587,7.27819923747506,6479.53231292429
Colombia,COL,2018,44.0866022098027,7.62541389,4.45749,0.312330007553101,16.5323584258946,6816.96818309544
Cyprus,CYP,2000,47.5479465278275,5.30800056,4.98954,0.226899996399879,23.7120799012714,14388.3525390625
Cyprus,CYP,2001,46.5566015508024,5.33940458,5.11552,0.236939996480942,23.2226872189441,14821.44921875
Cyprus,CYP,2002,45.8164578213726,5.61565971,5.58167,0.279670000076294,23.4124390366534,16093.2158203125
Cyprus,CYP,2003,45.1491583704099,5.63568783,6.67023,0.318340003490448,23.5018891134347,20252.24609375
Cyprus,CYP,2004,44.323545634102,5.40558147,6.11772,0.335640013217926,24.9924191885499,23792.619140625
Cyprus,CYP,2005,43.3855082732175,5.43580961,6.28667,0.367269992828369,24.5000624364486,24959.26171875
Cyprus,CYP,2006,42.4094390563105,5.46357489,6.33027,0.383459985256195,23.1141609075499,26729.28125
Cyprus,CYP,2007,41.4812391931976,5.35744858,6.28083,0.400070011615753,20.9848931820365,31244.87890625
Cyprus,CYP,2008,40.6615706533581,6.01427698,6.72276,0.385939985513687,21.8284418426812,35397.296875
Cyprus,CYP,2009,39.9857916008929,6.46531534,7.20545,0.444370001554489,26.3220760753644,32236.44921875
Cyprus,CYP,2010,39.4796855753486,6.50055742,6.5428,0.442919999361038,26.1236183906797,31105.02734375
Cyprus,CYP,2011,39.2263750889524,6.43139076,6.53854,0.452630013227463,26.5638665751692,32485.796875
Cyprus,CYP,2013,39.3425836453323,6.92774534,6.48378,0.484849989414215,26.8336136370115,27797.45703125
Cyprus,CYP,2014,39.5330557690566,6.93137264,6.4485,0.512049973011017,25.5609890488326,27244.3515625
Cyprus,CYP,2015,39.821643139521,6.79382181,6.34636,0.47529000043869,26.0328926508499,23487.228515625
Cyprus,CYP,2016,40.2003427063831,6.65254688,6.1638,0.519699990749359,26.1689136581568,24715.154296875
Cyprus,CYP,2017,40.6130010482004,6.62192535,5.77719,0.542590022087097,26.3100698788177,26696.990234375
Czechia,CZE,2000,43.3124778062693,5.70103025,3.65089,1.10996997356415,46.617915904936,6062.92152842793
